"SYMBOL"	"energy"	"Nsites"
"TRIM59"	-19.4	1
"NARF"	-16.8	1
"GGA2"	-17.1	1
"ATP2A3"	-16.3	1
"SEC22A"	-16.9	1
"CFLAR"	-20.4	1
"CARKD"	-17.5	1
"KLK10"	-15.1	1
"CLOCK"	-16.7	1
"BAALC"	-15.9	1
"AGFG1"	-21.7	1
"LGI4"	-18.2	1
"XXYLT1"	-21.1	3
"ARL10"	-20.4	1
"SNED1"	-21.6	2
"VCPIP1"	-16.9	1
"PPP1R3B"	-19.8	1
"SUGT1"	-20.9	1
"SULT1B1"	-16.2	1
"RASGRP1"	-18.3	1
"DCAF7"	-16.1	1
"TNS1"	-14.7	1
"MYO1H"	-22.1	1
"TBC1D16"	-19.9	1
"MOBP"	-16	1
"ZNF497"	-20	1
"DMXL1"	-21.1	1
"PCSK1"	-19.4	1
"SLC19A1"	-18	1
"DENND6A"	-18.8	1
"P2RY2"	-18.7	3
"LRCH1"	-16.5	1
"MAP9"	-15.8	1
"WFIKKN2"	-16	1
"ZMAT3"	-20.6	2
"ZNF490"	-18.3	1
"RAB1B"	-17.8	1
"FAM21D"	-16.3	1
"OXSR1"	-15.8	1
"ERCC4"	-20.2	1
"F2"	-14.2	1
"CATSPER1"	-19.4	1
"CMKLR1"	-20.3	1
"BANF1"	-17.9	1
"AMZ1"	-23.2	1
"CLCN6"	-17.5	2
"DST"	-17.8	2
"FGF5"	-20.3	1
"PEAK1"	-18.5	2
"RNF152"	-17.9	2
"PRCP"	-19.9	1
"PDE4DIP"	-14.1	1
"CDK5R1"	-17.7	2
"PITPNA"	-21.3	1
"SUV39H2"	-16	1
"CHDC2"	-11.1	1
"AQP11"	-12.5	1
"ZDHHC7"	-18.9	2
"STX4"	-23	1
"ZNF436"	-20.8	1
"CSNK1D"	-17.6	2
"UCP3"	-17.3	1
"RELL1"	-14	1
"RPL27A"	-20.9	1
"MTMR10"	-20.3	2
"PFAS"	-18.4	1
"SLC13A2"	-16.8	1
"EPN2"	-14.8	1
"SKA3"	-19.4	1
"AMBRA1"	-13.7	1
"RHOT2"	-14.8	1
"RFFL"	-18.9	1
"PLXDC1"	-17.6	1
"OR2A4"	-16.5	1
"GCSH"	-19.2	1
"USP20"	-16.3	1
"LDLRAD3"	-15.1	1
"EMR2"	-15.6	1
"NEURL4"	-13.6	1
"LYSMD3"	-23.2	2
"SCAMP4"	-19.8	1
"LARP4B"	-19.2	1
"AHRR"	-18.4	2
"ZBTB8A"	-23.5	1
"FBN1"	-15.4	1
"EFCAB11"	-18.9	1
"OXTR"	-21.1	1
"ALX1"	-15.7	1
"PNMA1"	-16.4	1
"NCAM1"	-19.8	1
"PPP1R9B"	-15.9	1
"KLC2"	-13.5	1
"TIGD2"	-19.1	1
"WHSC1L1"	-16.6	1
"EGR3"	-15.9	1
"STAG3"	-14.1	1
"PFKFB3"	-12.6	1
"PXMP2"	-15.4	1
"RAB23"	-17.9	1
"BCL2L13"	-18.3	1
"DISC1"	-17.8	1
"TMEM11"	-19.3	1
"TUBB6"	-19.2	1
"NOS1"	-18	2
"GANC"	-23.9	1
"GREM2"	-18	2
"MYO1D"	-14.9	1
"MRPL43"	-15.3	1
"CD276"	-16.2	1
"ABL1"	-19.1	1
"CA5B"	-18.7	1
"FOXP1"	-21.7	1
"MLXIP"	-20	2
"MPDZ"	-17.3	1
"LURAP1L"	-17.6	1
"STK17A"	-14.3	1
"IL17RA"	-17	1
"ZDHHC22"	-18.5	1
"C1orf220"	-16	1
"KSR1"	-17.5	2
"NT5DC1"	-19.8	1
"ANKDD1A"	-14	1
"EPHA10"	-20	1
"PRR15"	-13.8	1
"PVRL3"	-16.7	1
"GPR35"	-19.5	1
"C5orf30"	-20	2
"ITGA3"	-17	1
"FOXL1"	-18.4	1
"PAGR1"	-18.3	1
"KIF1A"	-20.4	1
"IQCK"	-19.5	1
"ANO6"	-18.6	1
"RAB39A"	-18.5	1
"PACS1"	-18	2
"SSBP2"	-20.1	1
"BLOC1S4"	-19.4	1
"CRTAP"	-19	1
"GCFC2"	-18.9	1
"HCCS"	-15.1	1
"LEPROTL1"	-19.2	2
"BAIAP2"	-17.1	1
"YBX1"	-15.2	1
"SIGLEC8"	-17.8	1
"TTLL11"	-20.5	1
"GPR137C"	-17.3	1
"FAM109B"	-15.2	1
"BPTF"	-18.8	1
"CCDC71"	-16.8	1
"SOX11"	-18.9	1
"CD151"	-16.8	1
"TM6SF1"	-12.2	1
"ROGDI"	-18.2	1
"UBA6"	-15.7	1
"FAM210A"	-20.2	1
"ZADH2"	-16.5	2
"GCNT4"	-16.8	1
"ZBTB7A"	-17.7	1
"MAF1"	-17.7	1
"KCTD2"	-17.6	1
"FAM124A"	-16	1
"PRR18"	-18.8	1
"PHF8"	-16.1	1
"ZNF660"	-17	1
"E2F7"	-20.6	1
"KCNH5"	-17.7	1
"RRP7A"	-18.9	1
"AGBL5"	-17.3	1
"ATP11B"	-15.7	2
"PLEKHO2"	-22.9	1
"WIPF2"	-16.6	2
"PLA2G16"	-20.2	1
"C19orf12"	-16.3	1
"RBM15B"	-19.4	1
"GYS1"	-15.8	1
"C10orf71"	-20.2	2
"ANAPC2"	-10.7	1
"MRE11A"	-19.7	1
"ST8SIA3"	-21.8	1
"CYP2B6"	-18.6	1
"TDRP"	-16.5	1
"PLXND1"	-16.1	1
"CD28"	-18.7	1
"FANCB"	-17.9	1
"ADRBK2"	-16.8	2
"CIITA"	-20.3	1
"DCUN1D3"	-19.1	1
"HSPA5"	-17.6	1
"SAV1"	-16	1
"VPS37A"	-15.8	2
"MIF4GD"	-13.6	1
"ANGPT2"	-19.9	1
"WDFY4"	-18.5	1
"FBXW5"	-20.1	1
"HMGB3"	-18.8	1
"ZNF784"	-16	1
"CEP57"	-16.2	1
"MLLT6"	-18.4	1
"MRPS11"	-18.4	1
"DMRTA1"	-16.8	2
"RAB11FIP4"	-19.4	3
"ASB4"	-21.6	1
"ABCF1"	-20.1	1
"IQSEC3"	-26.6	1
"SNX18"	-17.4	1
"CRELD1"	-19.6	1
"LARP1B"	-16.9	1
"HARBI1"	-17.7	1
"ZNF274"	-15.6	1
"SLC16A6"	-17.2	1
"GOLGA8R"	-17.5	1
"MMS19"	-16.1	1
"SENP6"	-19.8	1
"NETO1"	-20.9	1
"XKR4"	-21.6	2
"TNFAIP8L1"	-18.6	1
"DZIP1L"	-17.2	1
"TNFAIP8L3"	-17.5	1
"PARPBP"	-18	1
"CFD"	-18.7	1
"C16orf72"	-19.1	1
"ZNF704"	-19.7	1
"CXorf38"	-18.8	1
"PHF7"	-19.7	1
"HEXDC"	-14.7	1
"SLC24A3"	-17.5	1
"ZNF71"	-17.7	1
"ZKSCAN2"	-18.4	1
"POU3F2"	-17.8	1
"MITF"	-17.2	2
"KCNJ15"	-21.9	1
"RHD"	-18.7	2
"SIRT7"	-11.6	2
"COA5"	-20	1
"FOXK1"	-19.4	1
"LZTS3"	-17.4	1
"PLEKHH1"	-16.6	1
"ALX4"	-20	1
"RAB12"	-15	1
"NPAP1"	-17	1
"GNB1L"	-20.2	1
"SNN"	-17.7	2
"CSF1"	-16.3	3
"C21orf88"	-15.5	1
"PEX26"	-19	3
"ZSCAN22"	-20.4	1
"FAM43A"	-18.1	1
"GPR132"	-20.9	1
"POM121L7"	-17.7	1
"MOB2"	-17.8	1
"LMLN"	-20.5	1
"ZDHHC23"	-23	1
"AMER1"	-24.8	1
"OPRM1"	-18.1	2
"C21orf90"	-17.6	1
"KDELR1"	-27.6	2
"LRRC8B"	-24.7	1
"TTLL1"	-24.1	1
"FBLN7"	-20.3	1
"RPH3AL"	-24.6	2
"GLRX5"	-16.2	2
"IKZF1"	-19.9	2
"POFUT2"	-24.2	1
"RBM43"	-19.9	1
"TAB1"	-19.9	1
"NR2C2AP"	-16.7	1
"BMP8A"	-18.4	2
"PTPN20B"	-15.6	1
"NAT8L"	-19.4	2
"C2orf71"	-21.3	1
"SETD3"	-17.7	1
"JAG2"	-17.3	1
"SEP15"	-12.9	1
"KIF21B"	-18.2	1
"SETD4"	-21	1
"PTPRM"	-16.9	1
"KRT76"	-20.3	1
"RIPK4"	-16	1
"TRAK2"	-16.9	1
"RLIM"	-19.4	1
"USP6"	-15.2	2
"NOG"	-20.2	1
"COLEC10"	-19.7	2
"CDHR1"	-13.3	1
"MTMR3"	-18.2	1
"NPTXR"	-17.6	2
"TSKU"	-20.3	2
"FIGN"	-19.7	1
"ING1"	-22.9	1
"C7orf13"	-16.7	1
"FAM83F"	-19.5	2
"S1PR5"	-16.1	1
"TEX19"	-18.9	1
"MED12"	-18.6	1
"MRPL12"	-17.3	1
"ZNF677"	-20.2	1
"ACTL7A"	-15.2	1
"F3"	-16.1	1
"GNAL"	-19.4	1
"RASA3"	-17.1	1
"HOMER1"	-16.2	2
"ZNF749"	-18.7	1
"PPP4R1L"	-18.5	1
"ZNF555"	-20.2	1
"TPGS2"	-21.8	1
"MT1F"	-16	1
"PNRC2"	-17.7	2
"PDE2A"	-19.6	1
"PRMT2"	-19	1
"CCKBR"	-19.4	2
"DCUN1D4"	-16.4	1
"CHP1"	-20.3	1
"ENTPD5"	-19.5	1
"BCL9L"	-18.3	1
"TMEM216"	-16.4	1
"RSBN1L"	-19.4	1
"PARVA"	-19.5	1
"C3orf70"	-19.7	2
"PPIL2"	-16.4	1
"AL603965.1"	-16	1
"ZNF486"	-20.5	1
"POLM"	-21.5	2
"IGFN1"	-15.8	1
"INTU"	-19.5	1
"WDR20"	-16.2	1
"ATP4B"	-15.3	1
"ZNRF1"	-19.4	1
"WASF3"	-16.5	1
"TPCN1"	-21.9	1
"HM13"	-18.3	1
"PPP2R2C"	-18.9	1
"VWCE"	-13.5	1
"DPPA4"	-19.7	1
"RORA"	-16.8	1
"BCL11A"	-17.2	1
"TNRC6B"	-24.7	2
"TNRC6C"	-20.2	1
"ZNF446"	-20.1	2
"CRISP1"	-14.3	1
"ZBTB16"	-17.3	1
"OVOL1"	-20.4	1
"DEDD2"	-18.7	1
"RNF24"	-18.6	1
"LIPA"	-13.3	1
"SRA1"	-13.5	1
"SPTY2D1"	-17.6	1
"LRAT"	-16.3	1
"FAM21C"	-16.3	1
"CDC14A"	-14.5	1
"ARHGAP10"	-16.8	2
"SCAI"	-19	1
"MPZ"	-16.9	1
"PNPLA2"	-14.8	1
"TMEM217"	-18.2	1
"CLDN2"	-20	1
"ANG"	-21.7	1
"STARD13"	-14.7	1
"AGTPBP1"	-16.8	1
"CEP63"	-19.7	2
"EZR"	-17.8	1
"MXD4"	-17.8	1
"TNPO1"	-19.2	1
"LUC7L"	-18.1	2
"NAB1"	-15.3	1
"NIPA1"	-19.9	1
"IGF1"	-17.9	2
"KIAA1958"	-16.5	1
"PPP2R5E"	-19.9	1
"AKAP1"	-15.9	1
"TASP1"	-16.3	1
"MASP1"	-19.3	2
"GALNT16"	-17.6	1
"C1QTNF6"	-20.3	1
"RERE"	-18.8	1
"PLCB1"	-16.4	1
"ADCY2"	-18.5	1
"FBXL19"	-17.5	1
"MAFF"	-23.5	1
"KLHL17"	-15.3	1
"SLC28A1"	-15.4	1
"VWA1"	-17.6	1
"ANKRD34B"	-16.5	1
"TRIM2"	-16.7	1
"MAOA"	-19.3	1
"MTSS1L"	-20.3	1
"DYRK1A"	-18.8	1
"CRTC1"	-17.3	2
"DNAJB12"	-16.4	1
"EIF4EBP1"	-19.8	1
"METTL24"	-20.3	1
"FAM184A"	-13.5	1
"MYOM3"	-15.7	1
"NRG1"	-18.5	1
"ZC3H12B"	-18.5	1
"NCR3LG1"	-20.1	1
"ABHD12"	-13.3	1
"SRFBP1"	-21	1
"DOCK9"	-20	1
"ERMP1"	-19.8	2
"FAM154B"	-17.2	1
"LRRC37A3"	-14.4	2
"OTX2"	-16.5	1
"PRMT7"	-19.6	1
"ZNF587"	-20.1	1
"DYRK1A"	-17.4	1
"EDNRA"	-18.4	2
"GALNT15"	-18.8	1
"DNAJB13"	-20.7	1
"GLB1L2"	-14.8	1
"ZNF695"	-20.6	1
"RTN3"	-19.2	2
"RET"	-21.5	1
"DOK7"	-17.3	1
"TSPAN18"	-20.9	1
"ETV7"	-17.1	2
"MEF2C"	-21.2	1
"RASSF4"	-17	1
"C17orf99"	-20.1	1
"XIRP1"	-13.7	1
"FOXN2"	-17.1	1
"ACOXL"	-18.6	1
"UBE2L6"	-20	1
"PDE4D"	-19.2	2
"DNMT1"	-14.9	1
"SLC2A14"	-18.5	1
"PKHD1"	-17.1	1
"ANKRD55"	-16.4	1
"ELMO1"	-16.3	2
"BSDC1"	-17.6	1
"CLDND1"	-16.9	1
"CFL2"	-18.6	3
"SH2B3"	-18.5	1
"C2orf80"	-15.7	1
"KLHL6"	-17.3	1
"RHBDD1"	-16.5	1
"NFYA"	-18.1	1
"SYDE2"	-23.9	2
"TRIM14"	-17.1	1
"TREML4"	-17	1
"INSR"	-17.7	1
"GOLGA8J"	-17.5	1
"MPRIP"	-27.1	1
"ASTN2"	-19.9	2
"DNER"	-13.8	1
"JARID2"	-16.2	1
"FAM163A"	-19.5	1
"TMEM220"	-19.4	1
"EPB41L3"	-14.4	1
"BBC3"	-21.1	1
"SLC24A2"	-19.8	1
"AMPD2"	-20.9	1
"SUMF2"	-23.1	1
"ISM2"	-18.2	1
"PBX3"	-19.1	1
"METTL15"	-16.6	1
"GOLGA8B"	-16.4	1
"PLSCR1"	-17.7	1
"BRWD1"	-23.9	1
"JAK1"	-17.7	1
"ZBTB42"	-18.6	1
"SNX21"	-22.5	1
"HIPK2"	-17.6	1
"TP53INP1"	-17	1
"KIAA0247"	-18.4	1
"SYDE1"	-15.8	1
"AC008132.1"	-14.5	1
"TM7SF3"	-17.1	1
"UBE4B"	-13.9	1
"UBE2D3"	-15.3	1
"RDX"	-16.7	1
"CTSL"	-14.7	1
"DUSP28"	-16.6	1
"KRTAP4-5"	-11.6	1
"LRRC41"	-14.8	1
"E2F1"	-21.2	1
"C1orf168"	-19.1	1
"DICER1"	-18.6	1
"HOXA9"	-17.8	1
"TRIM24"	-18.8	1
"ATP7A"	-19	1
"UBAP2L"	-18	1
"CORO2A"	-17.2	1
"ZC3H6"	-17.4	2
"NOS1"	-17.9	1
"DYRK2"	-18.6	1
"PCSK6"	-17.9	1
"C15orf48"	-13.6	1
"KRBOX4"	-20.2	2
"CC2D2B"	-16.4	1
"LIPI"	-11.9	1
"MRRF"	-21.1	2
"UGT1A10"	-19.4	1
"UNC119B"	-18.2	1
"MUM1"	-18.6	1
"RUNX1"	-14.1	1
"GLYAT"	-21.4	1
"USP7"	-18.5	1
"ZNF107"	-19.4	1
"ETS1"	-18	1
"LIN28B"	-19	1
"DPPA3"	-22.9	1
"NPTN"	-18.4	2
"BNC1"	-16.3	1
"UBE2G2"	-20.7	1
"NOL10"	-16.1	1
"OSTF1"	-16.5	1
"CHST15"	-16.9	1
"E2F3"	-15.5	1
"COG5"	-17.6	1
"ZNF546"	-19.1	1
"KCNQ4"	-14.5	2
"ZFYVE26"	-19.2	2
"IL23R"	-15.9	1
"CSTL1"	-16.1	1
"CLCN3"	-16.7	2
"KLC1"	-20.9	1
"AP5Z1"	-18.7	1
"CAMK2A"	-16.3	1
"POLDIP3"	-17.5	1
"CSNK2A1"	-17.5	1
"FAM189B"	-17.9	1
"FSIP1"	-16	1
"FCN2"	-21.1	2
"CYTH3"	-21.8	1
"STMN4"	-16.5	1
"FADS1"	-18.3	1
"PTPN11"	-15.9	1
"NKX2-4"	-15.3	1
"USP4"	-16.1	1
"NUMA1"	-14.8	1
"NRD1"	-20.9	1
"ATP2B2"	-16.9	1
"ACVR2B"	-19.3	3
"VGLL2"	-18.8	2
"CEACAM1"	-15.4	1
"TAC4"	-17.3	1
"ACACA"	-18.2	1
"ARPC5L"	-20.1	1
"GDE1"	-15.7	2
"MTMR14"	-17.1	1
"SKP1"	-19.1	1
"LMBR1"	-18.9	3
"YWHAB"	-17.6	1
"TRIM4"	-21	1
"ACSL5"	-15.6	1
"EPPIN"	-13.6	1
"NAMPT"	-23.1	1
"ZNF774"	-14.5	1
"KIAA0586"	-14.3	1
"MEF2A"	-19.3	1
"NFAT5"	-18.6	2
"TCF4"	-18.6	2
"RBM3"	-19.4	1
"SCN8A"	-16	3
"C11orf48"	-23.3	1
"TYW5"	-19.6	2
"ELOVL2"	-20.3	1
"HNRNPA2B1"	-17.8	1
"UGT1A9"	-19.4	1
"SLC22A17"	-14	1
"PRKRIP1"	-21.1	1
"BMP1"	-20.7	1
"PDE5A"	-19.4	1
"ASGR2"	-14.9	1
"HTT"	-19.4	1
"FOXN4"	-14.6	1
"SYNCRIP"	-15.8	1
"AP3M1"	-18.8	1
"FTCD"	-13.6	1
"NUDCD3"	-19	2
"VANGL1"	-20.6	1
"LMX1B"	-17.3	1
"OPHN1"	-26.4	1
"ZNF140"	-16.9	1
"NEK5"	-15.6	1
"COA4"	-18.3	1
"PCNXL3"	-15.4	1
"ADD2"	-17.9	1
"MLH3"	-16.4	1
"MXRA7"	-18.1	1
"GTF2E2"	-15.5	1
"SLMO2"	-17.5	1
"ATP5G1"	-17.7	1
"SLC25A46"	-14.9	2
"STX16"	-17.4	1
"MYO9A"	-24.2	2
"ABCB8"	-17.6	1
"CYP20A1"	-19	1
"NPEPL1"	-14.8	1
"RBCK1"	-18	1
"PUS7"	-13.9	1
"ORAI2"	-19.7	1
"ASPH"	-15.1	1
"EML6"	-17.2	1
"STOML2"	-13.5	1
"APOLD1"	-16.8	1
"PEX14"	-18.4	1
"PDLIM7"	-16.1	1
"NRARP"	-16.8	1
"RSPO3"	-20.8	1
"ZNF790"	-23.5	1
"PIWIL2"	-19.9	1
"PCYT1B"	-22.8	1
"ITGAL"	-13.9	1
"HS2ST1"	-16.6	1
"FIGNL1"	-17.2	1
"DCX"	-17.1	1
"SLC8A3"	-14.6	1
"ZNF708"	-20.2	1
"CLCC1"	-19.4	1
"CALM1"	-17.4	1
"RNF19B"	-19.4	1
"HNRNPF"	-17.5	1
"MOB3A"	-16.5	1
"ANK2"	-19.9	1
"TRIM38"	-19.3	1
"XPNPEP3"	-19.9	1
"GM2A"	-18.1	1
"MUM1L1"	-14.5	1
"RAET1E"	-19.7	1
"KCNQ2"	-18	1
"FAM212B"	-17.5	1
"HDGF"	-22.1	1
"SYNJ1"	-21.1	3
"RICTOR"	-19.6	1
"CXorf24"	-16.4	1
"ACSL3"	-16.2	1
"ZNF74"	-17.3	1
"PLN"	-17.8	1
"FXR1"	-19	2
"PQLC1"	-17.8	1
"TMEM170A"	-19.4	1
"CCR9"	-17.7	1
"DENND2D"	-15.2	1
"ZNF816"	-17.7	1
"ASAP1"	-17.8	1
"ATP2B4"	-20.9	1
"MIER1"	-16.5	2
"NEGR1"	-19.4	3
"MAFG"	-19	1
"APOA4"	-18.1	1
"NAT9"	-17.6	1
"AMER2"	-20	1
"SEMA4F"	-18.9	1
"SYTL5"	-13.6	1
"GMFB"	-16.7	1
"MPPED2"	-13.8	1
"WDR37"	-18.5	2
"TRDMT1"	-18.1	1
"ZNF100"	-18.6	1
"FAM73B"	-18.6	2
"ARMC8"	-16.3	1
"FAM21B"	-16.3	1
"COL6A6"	-17.1	1
"NFIX"	-16	1
"EDNRA"	-15.5	1
"ASTN2"	-18.9	1
"HELZ"	-18.4	1
"ZBTB18"	-17	1
"FUT4"	-22.8	2
"FZD6"	-14.8	1
"MANEA"	-15.9	1
"MYPN"	-19.8	2
"TGFBR2"	-19.3	1
"VSIG10"	-19.4	2
"ZNF705A"	-17.1	1
"STK40"	-18.7	1
"ARAP1"	-21.1	3
"C1orf116"	-17	1
"SLC25A44"	-21.3	2
"ATG13"	-22	1
"TECPR2"	-19.9	1
"KCNK5"	-17.2	1
"CPLX2"	-18	1
"OBSCN"	-17	1
"SLC6A12"	-13.8	1
"C20orf112"	-16.1	1
"RNF217"	-16.9	2
"ZDHHC14"	-21.9	1
"SOGA2"	-15.7	1
"GAS2L1"	-16.6	1
"ZNF605"	-19	1
"PTGES3L-AARSD1"	-13.1	1
"SSH1"	-20.2	1
"ZNF460"	-20.2	1
"SLC35F1"	-18.9	1
"HIST1H3E"	-20.9	1
"UGT1A1"	-18.9	1
"HIST1H4E"	-16.5	1
"PEA15"	-16.8	1
"DPP3"	-17.8	1
"PIGP"	-15.6	2
"DPP4"	-14.7	1
"GOLGA8A"	-17.5	1
"TPPP"	-18	2
"NPSR1"	-15.3	1
"ITGB1BP1"	-17.4	1
"VKORC1L1"	-15.8	1
"MYLK"	-18.1	1
"GTPBP4"	-16.8	1
"SCUBE1"	-19.2	1
"MRPL37"	-14.6	1
"SIGLEC14"	-17.8	1
"DNAJC5"	-16.7	2
"SEZ6L"	-20	1
"PCDHB16"	-20.1	1
"TMEM239"	-20.3	1
"GRAMD4"	-20.1	1
"ZNF37A"	-17	2
"LRIG2"	-19.4	1
"PAPSS2"	-18.5	1
"ATP1A2"	-17.6	1
"TMEM123"	-14.1	1
"C8A"	-18	1
"C9orf114"	-19.1	5
"NGFRAP1"	-16.7	1
"VWA5A"	-13.1	1
"NCKAP1"	-20.3	2
"TNNI1"	-17.9	1
"PNP"	-19.6	1
"FCRL2"	-15.5	1
"BECN1"	-15.6	1
"ESRRG"	-17.4	1
"FICD"	-21.1	1
"IPO9"	-19.8	1
"MAPK10"	-21.9	1
"PSMB5"	-21.7	2
"NAA35"	-19.3	1
"WISP3"	-15.9	1
"TBKBP1"	-20.9	1
"CNTNAP2"	-23	1
"QKI"	-22.8	1
"PCDH7"	-16.7	1
"SGMS1"	-14.6	1
"ASTN1"	-16.7	2
"FCRL5"	-17.4	1
"SPRYD7"	-16.2	1
"TSC22D2"	-21.7	2
"NOS1AP"	-19.2	2
"TEAD1"	-17.9	2
"TMEM184B"	-20.2	1
"ARMCX6"	-18.3	1
"INO80"	-18.1	2
"ITSN2"	-16.2	1
"PTGS1"	-19	1
"METTL13"	-15.3	1
"SUCNR1"	-16.5	1
"ADM2"	-18.6	1
"CNR1"	-17.5	1
"ZNF548"	-21.4	1
"KIF26B"	-23.7	1
"CHML"	-19.8	1
"MTR"	-19.5	1
"HEATR1"	-18.8	1
"NID1"	-19	1
"NTPCR"	-20.3	1
"OTX1"	-17.8	1
"GALNT2"	-19.1	1
"TAF5L"	-16.5	1
"SPHAR"	-19	1
"RAB4A"	-19	1
"TRIM11"	-20.4	1
"DLL1"	-16.1	1
"THBS2"	-16.6	1
"C1orf95"	-18.8	2
"ENAH"	-19.5	1
"RNASET2"	-16	1
"FBXO28"	-16	2
"TAF1A"	-20.2	1
"MAP3K4"	-19.9	1
"TGFB2"	-16.7	1
"CENPF"	-17.8	1
"PTPN14"	-22.1	2
"ANGEL2"	-19.5	2
"NENF"	-19	1
"INTS7"	-20.3	1
"HSD11B1"	-19.8	1
"DYNLT1"	-16.1	1
"TULP4"	-19.2	1
"NUCKS1"	-20.5	2
"SLC45A3"	-17.6	1
"LEMD1"	-13.4	1
"KLHDC8A"	-19.5	1
"DSTYK"	-19.2	1
"SCAF8"	-18.8	1
"MDM4"	-23	3
"MTRF1L"	-17.1	1
"ADORA1"	-18.1	1
"SYT2"	-17.9	1
"C6orf211"	-17.8	1
"MTHFD1L"	-16.3	1
"TMEM9"	-18.6	1
"ULBP3"	-17.6	1
"KIF14"	-15.7	1
"LRP11"	-23.4	2
"ZBTB41"	-16.3	1
"UCHL5"	-17.3	1
"PTGS2"	-16.3	1
"STXBP5"	-17.4	1
"FAM129A"	-19.1	1
"EPM2A"	-16.7	1
"RNASEL"	-17.4	1
"MR1"	-18.5	2
"XPR1"	-18.5	1
"QSOX1"	-17.6	1
"QSOX1"	-17.6	2
"C1ORF220"	-16	1
"HECA"	-17	1
"TNR"	-19.4	2
"RC3H1"	-23.6	1
"ZBTB37"	-20.9	3
"DNM3"	-19.2	4
"HBS1L"	-20.2	1
"GPR161"	-22	1
"UCK2"	-16.9	1
"VNN1"	-15.1	1
"STX7"	-20.3	2
"DEDD"	-17.6	1
"NIT1"	-15.6	1
"USF1"	-17.5	1
"TAGLN2"	-17.6	1
"CD1D"	-19.5	1
"ETV3"	-14.2	1
"LMNA"	-11.9	1
"TRIM46"	-15	1
"EFNA4"	-15.2	1
"PYGO2"	-15.9	1
"PBXIP1"	-14.6	1
"CHRNB2"	-19	2
"CEP85L"	-16.6	1
"NUS1"	-21.9	1
"C1orf43"	-15.3	1
"TPM3"	-21.6	1
"TSPYL1"	-19.4	2
"LRRC27"	-18	1
"GATAD2B"	-17.4	2
"FAM229B"	-18.8	1
"TUBE1"	-14.7	1
"SNAPIN"	-17	1
"S100A7A"	-22.1	2
"C1orf68"	-16.1	1
"UROS"	-23.5	1
"LINGO4"	-16.3	1
"MRPL9"	-13.2	1
"SNX27"	-19.1	1
"CDK19"	-19.4	3
"GABPB2"	-19.5	1
"NR2E1"	-15	1
"SCML4"	-15.8	1
"QRSL1"	-15.3	1
"BAG3"	-17.8	1
"SIM1"	-16.8	1
"FBXL4"	-17.7	1
"RNF115"	-19.3	2
"TXNIP"	-16.7	1
"NOTCH2NL"	-21.7	1
"ZDHHC6"	-18.9	1
"RRAGD"	-18.7	1
"IL9R"	-16.4	1
"FAM46C"	-19.2	1
"RAB39B"	-18.3	1
"CD58"	-14.9	1
"CNR1"	-15.9	1
"SLC22A15"	-16.6	1
"NRAS"	-20.5	1
"CYB5R4"	-18.7	1
"WNT2B"	-20	2
"KCND3"	-18.5	1
"WDR96"	-15.7	1
"ATP5F1"	-20.8	1
"FAM46A"	-16.4	1
"SH3PXD2A"	-19.8	3
"KCNC4"	-18	1
"NEURL1B"	-18.6	1
"GSTM2"	-18.4	1
"LCA5"	-15	1
"CNNM2"	-18	2
"TMEM187"	-17.1	1
"TNFRSF6B"	-12.8	1
"C10orf76"	-18.8	1
"IDH3G"	-16.2	1
"IDH3G"	-18.7	1
"SLC30A7"	-21.9	1
"CDC14A"	-18.6	1
"DUSP9"	-14.4	1
"BTRC"	-18.1	1
"ALG14"	-21.7	1
"MRPL43"	-13.8	1
"CETN2"	-13.1	1
"TMED5"	-20.5	2
"GFI1"	-17.5	1
"FATE1"	-17.3	1
"SCD"	-17.1	1
"DIDO1"	-20.8	1
"CD99L2"	-18.2	1
"CHUK"	-18.3	1
"OGFRL1"	-21.5	1
"BARHL2"	-15.9	1
"ABCC2"	-17.5	1
"FMR1"	-19.3	1
"GBP3"	-14.3	1
"NTSR1"	-22.4	1
"LDOC1"	-15.6	1
"LMO4"	-16.4	1
"HS2ST1"	-17	1
"ODF2L"	-17.6	2
"COL24A1"	-17.7	1
"BCL10"	-21.6	1
"BAI3"	-14.9	1
"GOLGA7B"	-17.7	1
"CTBS"	-18	1
"PTP4A1"	-21.1	1
"BAG2"	-17	1
"ZNF449"	-13.5	1
"FUBP1"	-16.5	1
"MOSPD1"	-19.1	1
"FAM73A"	-16.9	1
"USP33"	-18.9	2
"ZZZ3"	-16.5	1
"ELOVL5"	-15.5	1
"PTGER3"	-18.6	2
"SRSF11"	-21.4	2
"GADD45A"	-15	1
"SERBP1"	-16.9	2
"MIER1"	-16	2
"ZNF831"	-17.2	1
"SGIP1"	-19.2	2
"PDE4B"	-15	1
"LCOR"	-17.5	2
"XPNPEP2"	-15.9	1
"ANGPTL3"	-18	1
"NFIA"	-17.1	2
"XIAP"	-16.9	1
"ENTPD1"	-18.6	1
"OMA1"	-22	1
"PPAP2B"	-21.3	1
"CYP2C19"	-16.5	1
"TMEM59"	-22.3	2
"LDLRAD1"	-18.6	1
"RUNX2"	-19.8	1
"RBP4"	-15.3	1
"ZNF217"	-14.5	1
"CDC5L"	-17.5	1
"CEP55"	-16.3	1
"SLC1A7"	-17	1
"NDOR1"	-19.1	1
"NFATC2"	-18.4	1
"ZFYVE9"	-19.5	1
