"ensembl_gene_id"	"external_gene_name"	"kb"	"x"	"FPKM"
"ENSG00000122390"	"NAA60"	3.899	1.84642188744614	0.47356293599542
"ENSG00000122406"	"RPL5"	1.21	1445.31273828651	1194.47333742687
"ENSG00000122417"	"ODF2L"	7.56	37.7402026054901	4.9920902917315
"ENSG00000122420"	"PTGFR"	5.429	1.9119527229955	0.352174014182261
"ENSG00000122432"	"SPATA1"	2.888	0.844963409650621	0.292577357912265
"ENSG00000122435"	"TRMT13"	3.13	30.4665276971964	9.73371491923207
"ENSG00000122477"	"LRRC39"	1.951	1.53369548785098	0.78610737460327
"ENSG00000122481"	"RWDD3"	1.294	4.08712467141067	3.15851983880268
"ENSG00000122482"	"ZNF644"	5.702	88.5716645263639	15.5334381842097
"ENSG00000122483"	"CCDC18"	4.867	32.6909188537912	6.71685203488622
"ENSG00000122484"	"RPAP2"	16.899	47.8898502881393	2.83388663756076
"ENSG00000122490"	"SLC66A2"	2.887	40.0883205929441	13.8858055396412
"ENSG00000122507"	"BBS9"	4.004	14.465450884929	3.612749971261
"ENSG00000122512"	"PMS2"	5.093	26.9525608612136	5.29207949366064
"ENSG00000122515"	"ZMIZ2"	5.228	53.9946973279735	10.3279834215711
"ENSG00000122543"	"OCM"	0.696	0	0
"ENSG00000122545"	"SEPTIN7"	7.065	151.795030577123	21.4854961892602
"ENSG00000122547"	"EEPD1"	4.655	19.3555465597553	4.15801215032338
"ENSG00000122548"	"KIAA0087"	4.283	0.0423987467344083	0.00989931046799166
"ENSG00000122550"	"KLHL7"	5.619	26.847177153841	4.77792795049672
"ENSG00000122557"	"HERPUD2"	3.057	25.875102897524	8.46421422882696
"ENSG00000122565"	"CBX3"	2.128	207.916060034063	97.704915429541
"ENSG00000122566"	"HNRNPA2B1"	6.284	1893.70004320235	301.352648504512
"ENSG00000122574"	"WIPF3"	4.184	7.36688366682181	1.7607274538293
"ENSG00000122584"	"NXPH1"	3.265	0	0
"ENSG00000122585"	"NPY"	0.705	0	0
"ENSG00000122591"	"FAM126A"	13.178	51.5139897306111	3.90909012980809
"ENSG00000122592"	"HOXA7"	2.016	3.61950486676165	1.79538931883018
"ENSG00000122641"	"INHBA"	6.046	0.721320933301292	0.119305480202
"ENSG00000122642"	"FKBP9"	3.621	59.2912960848515	16.3742877892437
"ENSG00000122643"	"NT5C3A"	1.909	31.8752349362613	16.6973467450295
"ENSG00000122644"	"ARL4A"	3.212	8.13466880364481	2.53258680063661
"ENSG00000122674"	"CCZ1"	2.867	10.9058133555692	3.8039111808752
"ENSG00000122678"	"POLM"	3.218	22.6038915946195	7.02420497036031
"ENSG00000122679"	"RAMP3"	1.323	0	0
"ENSG00000122687"	"MRM2"	2.511	78.2953619943748	31.1809486238052
"ENSG00000122691"	"TWIST1"	1.63	12.2387099125074	7.50841098926832
"ENSG00000122692"	"SMU1"	7.136	96.9346561561136	13.5838923985585
"ENSG00000122694"	"GLIPR2"	2.702	15.0504629296771	5.57011951505443
"ENSG00000122696"	"SLC25A51"	1.871	14.4383636942135	7.7169234068485
"ENSG00000122705"	"CLTA"	1.89	83.3564603582657	44.1039472795057
"ENSG00000122707"	"RECK"	4.412	13.2910441007071	3.01247599744042
"ENSG00000122711"	"SPINK4"	0.533	0.0249403788979052	0.0467924557183962
"ENSG00000122728"	"TAF1L"	6.216	0	0
"ENSG00000122729"	"ACO1"	7.443	59.7670984052425	8.02997425839614
"ENSG00000122733"	"PHF24"	5.718	0.710065590847935	0.124180760903801
"ENSG00000122735"	"DNAI1"	2.598	0.474493031647447	0.182637810487855
"ENSG00000122741"	"DCAF10"	7.906	35.8537186297754	4.53500109154761
"ENSG00000122756"	"CNTFR"	2.038	23.3714460061589	11.4678341541506
"ENSG00000122778"	"KIAA1549"	12.379	61.7374365725849	4.98727171601784
"ENSG00000122779"	"TRIM24"	8.488	87.0944186177579	10.2608881500657
"ENSG00000122783"	"CYREN"	2.576	27.655399938889	10.7357919017426
"ENSG00000122786"	"CALD1"	5.011	181.178780568425	36.1562124463031
"ENSG00000122787"	"AKR1D1"	2.684	0	0
"ENSG00000122824"	"NUDT10"	2.001	25.6462801108846	12.8167316895975
"ENSG00000122852"	"SFTPA1"	2.212	0	0
"ENSG00000122859"	"NEUROG3"	1.56	0.0182659438345219	0.0117089383554627
"ENSG00000122861"	"PLAU"	2.658	2.14078666284337	0.805412589482081
"ENSG00000122862"	"SRGN"	1.217	0.155833358161353	0.12804713078172
"ENSG00000122863"	"CHST3"	6.934	47.8083384604819	6.89477047310093
"ENSG00000122870"	"BICC1"	5.741	24.7336948381135	4.3082555021971
"ENSG00000122872"	"ARL4AP1"	0.705	0	0
"ENSG00000122873"	"CISD1"	2.375	51.336070433656	21.6151875510131
"ENSG00000122877"	"EGR2"	2.979	0.854062674647955	0.286694419150035
"ENSG00000122882"	"ECD"	3.006	47.0123812632299	15.6395147249601
"ENSG00000122884"	"P4HA1"	2.844	105.383950179253	37.0548348028317
"ENSG00000122912"	"SLC25A16"	6.581	22.1823481501942	3.37066527126488
"ENSG00000122952"	"ZWINT"	1.961	233.639979570844	119.14328381991
"ENSG00000122958"	"VPS26A"	4.227	84.6224523421295	20.0195061135864
"ENSG00000122965"	"RBM19"	4.422	108.792367843003	24.6025255185443
"ENSG00000122966"	"CIT"	8.736	118.866457801288	13.6065084479496
"ENSG00000122970"	"IFT81"	3.124	30.0768235321938	9.62766438290456
"ENSG00000122971"	"ACADS"	1.859	34.0279982903768	18.3044638463565
"ENSG00000122986"	"HVCN1"	2.189	0.303603929821369	0.138695262595417
"ENSG00000123009"	"NME2P1"	0.414	0.25933645763024	0.62641656432425
"ENSG00000123064"	"DDX54"	4.38	244.804172282128	55.8913635347325
"ENSG00000123066"	"MED13L"	14.615	155.939929801024	10.6698549299366
"ENSG00000123080"	"CDKN2C"	2.904	76.6084125806637	26.3803073624875
"ENSG00000123091"	"RNF11"	3.074	92.2452295853464	30.0082074122792
"ENSG00000123094"	"RASSF8"	5.51	24.5176310021272	4.44966079893416
"ENSG00000123095"	"BHLHE41"	3.743	11.2436326240498	3.00390933049687
"ENSG00000123096"	"SSPN"	4.348	0.185421271183767	0.0426451865648038
"ENSG00000123104"	"ITPR2"	12.564	48.98442864825	3.89879247439112
"ENSG00000123106"	"CCDC91"	2.738	22.5889494424921	8.25016414992407
"ENSG00000123119"	"NECAB1"	5.049	6.23998407790338	1.23588514119695
"ENSG00000123124"	"WWP1"	4.877	64.9219523430119	13.3118622807078
"ENSG00000123130"	"ACOT9"	4.318	58.2685606817505	13.4943401300951
"ENSG00000123131"	"PRDX4"	0.956	157.618303515971	164.872702422564
"ENSG00000123136"	"DDX39A"	1.903	115.320163640397	60.5991401158158
"ENSG00000123143"	"PKN1"	3.518	286.823348650619	81.5302298608923
"ENSG00000123144"	"TRIR"	0.988	151.125867866515	152.961404723193
"ENSG00000123146"	"ADGRE5"	3.19	34.2846357472433	10.7475347170042
"ENSG00000123154"	"WDR83"	1.48	9.21785761117246	6.22828216971112
"ENSG00000123159"	"GIPC1"	2.071	111.776296472811	53.9721373601211
"ENSG00000123165"	"ACTRT1"	1.437	0	0
"ENSG00000123171"	"CCDC70"	1.15	0	0
"ENSG00000123178"	"SPRYD7"	3.086	34.8512512792862	11.2933413089067
"ENSG00000123179"	"EBPL"	1.026	64.8475179241378	63.2042085030582
"ENSG00000123191"	"ATP7B"	6.638	59.813120125879	9.01071408946655
"ENSG00000123200"	"ZC3H13"	8.018	207.355376101296	25.8612342356318
"ENSG00000123201"	"GUCY1B2"	2.871	2.67347215075452	0.931198937915193
"ENSG00000123213"	"NLN"	8.652	73.959377416467	8.54824057055791
"ENSG00000123219"	"CENPK"	1.731	17.3090901482253	9.99947437794646
"ENSG00000123240"	"OPTN"	3.521	13.7474788933195	3.90442456498707
"ENSG00000123243"	"ITIH5"	6.945	0.364300200960711	0.0524550325357396
"ENSG00000123268"	"ATF1"	2.412	29.9495908415517	12.4169116258506
"ENSG00000123297"	"TSFM"	2.534	43.1027207689182	17.0097556309859
"ENSG00000123307"	"NEUROD4"	3.927	0	0
"ENSG00000123329"	"ARHGAP9"	2.912	0.05987919513408	0.0205629104169231
"ENSG00000123338"	"NCKAP1L"	8.98	0.161555466915516	0.0179905865162045
"ENSG00000123342"	"MMP19"	3.84	0	0
"ENSG00000123349"	"PFDN5"	1.98	88.6230387023848	44.7591104557499
"ENSG00000123352"	"SPATS2"	3.32	58.8454746135082	17.7245405462374
"ENSG00000123353"	"ORMDL2"	2.019	11.7142308938298	5.80199648035157
"ENSG00000123358"	"NR4A1"	4.837	34.1397093921888	7.0580337796545
"ENSG00000123360"	"PDE1B"	4.734	0.920646558000625	0.194475403041957
"ENSG00000123364"	"HOXC13"	2.357	11.8516424746262	5.02827427858558
"ENSG00000123374"	"CDK2"	2.598	102.424296933137	39.424286733309
"ENSG00000123384"	"LRP1"	14.923	155.867656846753	10.4447937309357
"ENSG00000123388"	"HOXC11"	3.261	7.15762246374287	2.19491642555746
"ENSG00000123395"	"ATG101"	1.439	20.0934923848548	13.963511038815
"ENSG00000123405"	"NFE2"	1.833	0.282754408372507	0.154257724153031
"ENSG00000123407"	"HOXC12"	3.266	0	0
"ENSG00000123411"	"IKZF4"	5.313	7.66347941716907	1.44240154661567
"ENSG00000123415"	"SMUG1"	2.607	35.1606415979532	13.4870125040097
"ENSG00000123416"	"TUBA1B"	3.198	420.368425512645	131.447287527406
"ENSG00000123427"	"EEF1AKMT3"	2.762	5.84482709021095	2.11615752723061
"ENSG00000123444"	"KBTBD4"	3.079	6.13419764095394	1.99226945143032
"ENSG00000123447"	"TYRL"	0.441	0	0
"ENSG00000123453"	"SARDH"	3.344	6.4852818981529	1.93937855806008
"ENSG00000123454"	"DBH"	2.745	0.337229185640075	0.122852162346111
"ENSG00000123472"	"ATPAF1"	4.158	129.182538942529	31.0684316841099
"ENSG00000123473"	"STIL"	5.225	79.3751659088384	15.1914193126964
"ENSG00000123485"	"HJURP"	3.157	56.8611665950934	18.0111392445655
"ENSG00000123496"	"IL13RA2"	1.498	1.68810038777751	1.12690279557911
"ENSG00000123500"	"COL10A1"	3.498	0.34677162477044	0.0991342552231103
"ENSG00000123505"	"AMD1"	6.589	268.439072415409	40.7404875421777
"ENSG00000123545"	"NDUFAF4"	2.407	45.9597062697977	19.0941862358943
"ENSG00000123552"	"USP45"	6.255	47.0887941926119	7.52818452319935
"ENSG00000123560"	"PLP1"	3.132	0.105251401358895	0.0336051728476677
"ENSG00000123561"	"SERPINA7"	2.642	0	0
"ENSG00000123562"	"MORF4L2"	1.983	520.643627480587	262.553518648808
"ENSG00000123569"	"H2BFWT"	0.894	0.00830662255783635	0.00929152411391091
"ENSG00000123570"	"RAB9B"	3.772	2.43531511363979	0.645629669575767
"ENSG00000123572"	"NRK"	8.066	0	0
"ENSG00000123575"	"FAM199X"	7.624	161.058273635614	21.1251670560879
"ENSG00000123576"	"ESX1"	1.495	0	0
"ENSG00000123584"	"MAGEA9"	1.814	0	0
"ENSG00000123594"	"ATXN3L"	2.164	0	0
"ENSG00000123595"	"RAB9A"	2.034	28.2603165762984	13.8939609519658
"ENSG00000123600"	"METTL8"	8.203	61.3145076803445	7.47464435942271
"ENSG00000123607"	"TTC21B"	5.415	22.7468969657564	4.20071966126619
"ENSG00000123609"	"NMI"	2.094	0.924783901510369	0.441635101007817
"ENSG00000123610"	"TNFAIP6"	1.422	0.016592606856185	0.0116684998988643
"ENSG00000123612"	"ACVR1C"	8.853	1.75248860494342	0.197954208171627
"ENSG00000123636"	"BAZ2B"	8.145	19.4023651625232	2.38211972529444
"ENSG00000123643"	"SLC36A1"	5.772	29.4955802015357	5.11011438003044
"ENSG00000123684"	"LPGAT1"	7.773	83.9350639249562	10.7982843078549
"ENSG00000123685"	"BATF3"	2.357	18.6112177035158	7.89614667098678
"ENSG00000123689"	"G0S2"	0.876	0.0775634381294746	0.0885427375907244
"ENSG00000123700"	"KCNJ2"	5.392	0.0840570163087034	0.0155892092560652
"ENSG00000123728"	"RAP2C"	3.972	44.1002675066989	11.1027863813441
"ENSG00000123737"	"EXOSC9"	3.882	45.654141965704	11.7604693368635
"ENSG00000123739"	"PLA2G12A"	5.219	33.3473115956809	6.38959792981048
"ENSG00000123810"	"B9D2"	1.007	3.76201010174176	3.73585908812488
"ENSG00000123815"	"COQ8B"	2.443	31.0637896538465	12.715427611071
"ENSG00000123836"	"PFKFB2"	7.073	30.8379097492401	4.35994765293936
"ENSG00000123838"	"C4BPA"	2.272	0	0
"ENSG00000123843"	"C4BPB"	1.992	0	0
"ENSG00000123870"	"ZNF137P"	1.92	1.37080452216418	0.71396068862718
"ENSG00000123892"	"RAB38"	1.432	0.0797935854116741	0.0557217775221188
"ENSG00000123901"	"GPR83"	4.277	0.305307205324502	0.0713834943475571
"ENSG00000123908"	"AGO2"	14.595	95.6862689363112	6.5560992762118
"ENSG00000123933"	"MXD4"	4.228	99.2061473789938	23.4640840536882
"ENSG00000123965"	"PMS2P5"	0.516	2.06912464913175	4.0099314905654
"ENSG00000123975"	"CKS2"	0.616	116.005170377316	188.320081781357
"ENSG00000123977"	"DAW1"	2.476	0.0176865888839634	0.00714321037316777
"ENSG00000123983"	"ACSL3"	5.577	89.0846990680742	15.9735877834094
"ENSG00000123989"	"CHPF"	3.028	74.8224268318657	24.7101805917654
"ENSG00000123992"	"DNPEP"	2.425	83.1194696934075	34.2760699766629
"ENSG00000123999"	"INHA"	1.351	0.713996502627948	0.528494820598037
"ENSG00000124003"	"MOGAT1"	1.176	0	0
"ENSG00000124006"	"OBSL1"	6.105	145.407758261406	23.8178146210328
"ENSG00000124019"	"FAM124B"	2.594	0	0
"ENSG00000124067"	"SLC12A4"	4.708	35.0972529922874	7.45481159564304
"ENSG00000124074"	"ENKD1"	1.565	14.6479637789245	9.35972126448852
"ENSG00000124089"	"MC3R"	1.084	0	0
"ENSG00000124091"	"GCNT7"	2.064	0.751694128959784	0.36419289193788
"ENSG00000124092"	"CTCFL"	4.04	0.016592606856185	0.00410708090499629
"ENSG00000124097"	"HMGB1P1"	0.636	0.204380408966011	0.32135284428618
"ENSG00000124098"	"FAM210B"	2.987	72.0493602617523	24.1209776570982
"ENSG00000124102"	"PI3"	0.551	0.205411529545904	0.372797694275688
"ENSG00000124103"	"FAM209A"	0.921	0.0344181983039393	0.0373704650422794
"ENSG00000124104"	"SNX21"	3.206	17.7524511711041	5.53725863103685
"ENSG00000124107"	"SLPI"	0.596	0.0274665076752855	0.0460847444216199
"ENSG00000124116"	"WFDC3"	0.99	0.401047777268582	0.40509876491776
"ENSG00000124120"	"TTPAL"	6.234	54.905242785414	8.80738575319442
"ENSG00000124126"	"PREX1"	6.752	25.6940199670112	3.80539395246019
"ENSG00000124134"	"KCNS1"	5.447	0.171918246055553	0.0315620058849923
"ENSG00000124140"	"SLC12A5"	6.166	1.63775229645515	0.265610168091981
"ENSG00000124143"	"ARHGAP40"	2.841	0.0346326551247558	0.0121903045141696
"ENSG00000124145"	"SDC4"	2.613	14.0267577427866	5.36806649169024
"ENSG00000124151"	"NCOA3"	7.961	46.8521942512499	5.88521470308377
"ENSG00000124155"	"PIGT"	6.087	68.4859768377812	11.2511872577265
"ENSG00000124157"	"SEMG2"	1.978	0	0
"ENSG00000124159"	"MATN4"	2.2	0.516449482204488	0.234749764638404
"ENSG00000124160"	"NCOA5"	3.224	49.1878169756232	15.2567670519923
"ENSG00000124164"	"VAPB"	7.936	143.937190455667	18.137246781208
"ENSG00000124171"	"PARD6B"	4.579	9.31982536662706	2.0353407658063
"ENSG00000124172"	"ATP5F1E"	3.61	150.785849465392	41.7689333699146
"ENSG00000124177"	"CHD6"	10.719	98.6072006304412	9.19929103745137
"ENSG00000124181"	"PLCG1"	7.395	240.451056758999	32.5153558835699
"ENSG00000124191"	"TOX2"	2.605	16.3013000376221	6.25769675148642
"ENSG00000124193"	"SRSF6"	4.353	202.0371953079	46.413323066368
"ENSG00000124194"	"GDAP1L1"	2.855	0.229505107986381	0.0803870781038112
"ENSG00000124196"	"GTSF1L"	0.839	0	0
"ENSG00000124198"	"ARFGEF2"	9.031	72.9745819050465	8.08045420275125
"ENSG00000124201"	"ZNFX1"	7.212	40.5363606429016	5.62068228548275
"ENSG00000124203"	"ZNF831"	10.953	0	0
"ENSG00000124205"	"EDN3"	2.861	0	0
"ENSG00000124207"	"CSE1L"	3.55	431.636339132865	121.587701164187
"ENSG00000124208"	"TMEM189-UBE2V1"	2.757	0	0
"ENSG00000124209"	"RAB22A"	8.651	44.312970207878	5.12229455645336
"ENSG00000124212"	"PTGIS"	5.57	3.24522112230805	0.582624977075053
"ENSG00000124214"	"STAU1"	3.684	174.716631168099	47.4257956482354
"ENSG00000124215"	"CDH26"	4.602	1.76114863603962	0.382692011308044
"ENSG00000124216"	"SNAI1"	1.705	1.84160006045213	1.08011733750858
"ENSG00000124217"	"MOCS3"	5.112	15.5075583873281	3.03355993492333
"ENSG00000124222"	"STX16"	4.937	104.408517767471	21.1481705018171
"ENSG00000124224"	"PPP4R1L"	5.559	12.8245740286981	2.30699298951216
"ENSG00000124225"	"PMEPA1"	4.954	17.66332093584	3.5654664787727
"ENSG00000124226"	"RNF114"	2.447	88.1998826376678	36.044087714617
"ENSG00000124227"	"ANKRD60"	1.038	0	0
"ENSG00000124228"	"DDX27"	4.929	105.463125138448	21.3964546842052
"ENSG00000124232"	"RBPJL"	2.502	0.166931608246356	0.066719267884235
"ENSG00000124233"	"SEMG1"	1.622	0.0177627972166964	0.0109511696773714
"ENSG00000124237"	"C20orf85"	0.805	0.0166337563400688	0.0206630513541228
"ENSG00000124243"	"BCAS4"	6.68	13.0567207981612	1.95459892188041
"ENSG00000124249"	"KCNK15"	2.514	0.324049845890787	0.128898108946216
"ENSG00000124251"	"TP53TG5"	2.312	1.31849800649689	0.570284604886199
"ENSG00000124253"	"PCK1"	5.074	0.292765324797265	0.0576991180128626
"ENSG00000124256"	"ZBP1"	4.213	0	0
"ENSG00000124257"	"NEURL2"	1.278	0.256026902168525	0.200334039255497
"ENSG00000124260"	"MAGEA10"	2.741	0	0
"ENSG00000124275"	"MTRR"	3.274	30.3278276772751	9.26323386599727
"ENSG00000124279"	"FASTKD3"	2.431	6.44690837915396	2.65195737521759
"ENSG00000124299"	"PEPD"	1.929	73.2570209951693	37.9766827346653
"ENSG00000124302"	"CHST8"	2.479	13.5287872235182	5.45735668556604
"ENSG00000124313"	"IQSEC2"	6.037	22.5831287716441	3.74078661117179
"ENSG00000124333"	"VAMP7"	2.594	59.3126840992362	22.8653369696361
"ENSG00000124334"	"IL9R"	2.032	0.111601281756732	0.0549218906283128
"ENSG00000124343"	"XG"	2.931	0.119782267526481	0.040867372066353
"ENSG00000124356"	"STAMBP"	6.746	74.2950004071327	11.0131930636129
"ENSG00000124357"	"NAGK"	4.388	27.7132554735143	6.31569176698138
"ENSG00000124370"	"MCEE"	0.836	10.0900023164793	12.0693807613389
"ENSG00000124374"	"PAIP2B"	6.3	30.5790979946717	4.85382507851932
"ENSG00000124380"	"SNRNP27"	1.425	21.1528256245584	14.8440881575849
"ENSG00000124383"	"MPHOSPH10"	2.164	60.7593247643989	28.0773219798516
"ENSG00000124391"	"IL17C"	1.06	0	0
"ENSG00000124399"	"NDUFB4P12"	0.39	0.0343405712145467	0.0880527467039658
"ENSG00000124406"	"ATP8A1"	8.27	18.6232856456759	2.25190878424135
"ENSG00000124422"	"USP22"	5.189	344.41303895391	66.3736825889209
"ENSG00000124429"	"POF1B"	3.863	0.164484620036514	0.0425795029864131
"ENSG00000124440"	"HIF3A"	5.852	0.153411695007185	0.0262152588870787
"ENSG00000124444"	"ZNF576"	2.576	14.6450945658812	5.68520751781101
"ENSG00000124449"	"IRGC"	1.596	0	0
"ENSG00000124459"	"ZNF45"	3.926	34.5738968269613	8.80639246738698
"ENSG00000124466"	"LYPD3"	1.642	2.12513259760387	1.29423422509371
"ENSG00000124467"	"PSG8"	2.478	0	0
"ENSG00000124469"	"CEACAM8"	2.297	0.0713831189189151	0.0310766734518568
"ENSG00000124479"	"NDP"	1.804	0.0548552399360687	0.0304075609401711
"ENSG00000124486"	"USP9X"	12.543	704.691653476177	56.1820659711534
"ENSG00000124490"	"CRISP2"	1.492	0	0
"ENSG00000124491"	"F13A1"	3.999	0.0176865888839634	0.00442275290921815
"ENSG00000124493"	"GRM4"	7.275	4.4902479103593	0.617216207609526
"ENSG00000124496"	"TRERF1"	7.646	10.2737862618469	1.34368117471186
"ENSG00000124507"	"PACSIN1"	4.299	4.44495283010002	1.03395041407305
"ENSG00000124508"	"BTN2A2"	3.583	38.2918803265821	10.6871002865147
"ENSG00000124523"	"SIRT5"	4.564	19.8870117165574	4.35736453035877
"ENSG00000124532"	"MRS2"	3.98	55.412157326299	13.9226525945475
"ENSG00000124535"	"WRNIP1"	3.898	92.0149752905866	23.6056888893244
"ENSG00000124541"	"RRP36"	1.183	73.1988759309454	61.8756347683393
"ENSG00000124549"	"BTN2A3P"	2.559	8.23125180890974	3.21658921801866
"ENSG00000124557"	"BTN1A1"	2.895	0.0710063608827081	0.0245272403739924
"ENSG00000124562"	"SNRPC"	1.054	106.913495700136	101.435954174702
"ENSG00000124564"	"SLC17A3"	2.052	0	0
"ENSG00000124568"	"SLC17A1"	1.832	0	0
"ENSG00000124570"	"SERPINB6"	5.62	35.0482080194459	6.23633594652062
"ENSG00000124571"	"XPO5"	5.323	188.274136953031	35.3699299179092
"ENSG00000124574"	"ABCC10"	5.088	49.1290756888627	9.65587179419472
"ENSG00000124575"	"HIST1H1D"	0.666	0.0268093773102247	0.0402543202856227
"ENSG00000124587"	"PEX6"	3.444	10.961664742103	3.18282948376975
"ENSG00000124588"	"NQO2"	10.187	31.2324539424623	3.0659128244294
"ENSG00000124593"	"AL365205.1"	3.947	5.60863976673052	1.42098803312149
"ENSG00000124596"	"OARD1"	3.33	26.2922233790219	7.89556257628286
"ENSG00000124602"	"UNC5CL"	3.156	3.7813419220146	1.19814382826825
"ENSG00000124608"	"AARS2"	4.798	95.172212884308	19.8358092714273
"ENSG00000124610"	"HIST1H1A"	0.648	0.0354493861006598	0.0547058427479318
"ENSG00000124613"	"ZNF391"	4.079	16.5119987828482	4.04805069449575
"ENSG00000124614"	"RPS10"	1.407	6.76005810744402	4.80458998396874
"ENSG00000124615"	"MOCS1"	4.256	36.6929979761457	8.62147508838011
"ENSG00000124635"	"HIST1H2BJ"	0.95	0.780027759897093	0.821081852523255
"ENSG00000124641"	"MED20"	2.602	36.7936267548621	14.1405175844973
"ENSG00000124657"	"OR2B6"	0.942	0.0894698045104704	0.0949785610514548
"ENSG00000124659"	"TBCC"	1.606	15.6063135211067	9.71750530579498
"ENSG00000124664"	"SPDEF"	1.91	0.0627195229351788	0.0328374465629208
"ENSG00000124678"	"TCP11"	2.13	0.0974559373200441	0.0457539611831193
"ENSG00000124688"	"MAD2L1BP"	1.517	23.7821623502924	15.6771010878658
"ENSG00000124701"	"APOBEC2"	1.151	0.632566624975076	0.549580039074784
"ENSG00000124702"	"KLHDC3"	1.903	172.256637376987	90.5184642023054
"ENSG00000124713"	"GNMT"	1.076	0.235444474915494	0.218814567765329
"ENSG00000124721"	"DNAH8"	14.663	0.0182659438345219	0.00124571669061733
"ENSG00000124731"	"TREM1"	3.252	0	0
"ENSG00000124733"	"MEA1"	2.152	68.915784586345	32.0240634694912
"ENSG00000124743"	"KLHL31"	5.776	0.951376473354058	0.16471199330922
"ENSG00000124749"	"COL21A1"	4.173	0	0
"ENSG00000124762"	"CDKN1A"	2.267	30.2768217168036	13.3554573078092
"ENSG00000124766"	"SOX4"	4.869	275.78863660052	56.6417409325364
"ENSG00000124767"	"GLO1"	2.016	531.059834205216	263.422536808143
"ENSG00000124772"	"CPNE5"	3.342	0.722049398752042	0.216053081613418
"ENSG00000124780"	"KCNK17"	1.706	0	0
"ENSG00000124782"	"RREB1"	9.067	78.3899837028217	8.64563623059685
"ENSG00000124783"	"SSR1"	9.661	161.140399156493	16.6794740872056
"ENSG00000124784"	"RIOK1"	2.498	91.2088253327413	36.5127403253568
"ENSG00000124785"	"NRN1"	1.795	88.0075165476954	49.0292571296353
"ENSG00000124786"	"SLC35B3"	2.442	10.5329359300042	4.31324157657829
"ENSG00000124787"	"RPP40"	1.488	16.0695584072772	10.7994344134927
"ENSG00000124788"	"ATXN1"	10.602	34.4115988818012	3.24576484453888
"ENSG00000124789"	"NUP153"	6.03	179.930913574832	29.839289150055
"ENSG00000124795"	"DEK"	3.954	293.28872538507	74.1751961014341
"ENSG00000124802"	"EEF1E1"	1.047	12.6609383657995	12.092586786819
"ENSG00000124812"	"CRISP1"	1.918	0	0
"ENSG00000124813"	"RUNX2"	5.877	2.60101785226824	0.442575778844348
"ENSG00000124818"	"OPN5"	3.5	0	0
"ENSG00000124827"	"GCM2"	2.441	0.0542758849855102	0.0222351024111062
"ENSG00000124831"	"LRRFIP1"	4.37	196.903328488817	45.0579699059078
"ENSG00000124835"	"AC105760.1"	2.231	0.0990578846104003	0.0444006654461678
"ENSG00000124839"	"RAB17"	3.211	0	0
"ENSG00000124875"	"CXCL6"	1.537	0.016592606856185	0.0107954501341477
"ENSG00000124882"	"EREG"	4.615	0.0709447001744282	0.0153726327571892
"ENSG00000124900"	"TRIM51"	1.629	0	0
"ENSG00000124915"	"MYRF-AS1"	2.466	0.190005295688123	0.0770499982514691
"ENSG00000124920"	"MYRF"	5.927	43.5570473765024	7.34891975307954
"ENSG00000124935"	"SCGB1D2"	0.455	0.0269351807548509	0.0591981994612107
"ENSG00000124939"	"SCGB2A1"	0.52	0	0
"ENSG00000124942"	"AHNAK"	18.761	379.328186112514	20.2189747941215
"ENSG00000125037"	"EMC3"	2.777	48.6032510864661	17.5020709709997
"ENSG00000125046"	"SSUH2"	3.219	0.370288436627248	0.115032133155405
"ENSG00000125084"	"WNT1"	2.422	0	0
"ENSG00000125089"	"SH3TC1"	5.829	0.151838440362223	0.0260487974544901
"ENSG00000125107"	"CNOT1"	8.411	496.32157240301	59.0086282728582
"ENSG00000125122"	"LRRC29"	1.707	2.33550806799306	1.36819453309494
"ENSG00000125124"	"BBS2"	6.073	63.1382331444982	10.3965475291451
"ENSG00000125144"	"MT1G"	0.628	0	0
"ENSG00000125148"	"MT2A"	0.903	95.4221747400524	105.672397275805
"ENSG00000125149"	"C16orf70"	2.917	26.765495518887	9.17569267017038
"ENSG00000125166"	"GOT2"	2.421	247.688076898368	102.308168896476
"ENSG00000125170"	"DOK4"	2.851	17.5149119573807	6.14342755432503
"ENSG00000125207"	"PIWIL1"	3.897	0.0265936427242333	0.00682413208217432
"ENSG00000125245"	"GPR18"	1.698	0.227600953735667	0.134040608796035
"ENSG00000125246"	"CLYBL"	6.771	8.62671286850906	1.27406776968085
"ENSG00000125247"	"TMTC4"	3.602	26.597866444512	7.38419390463965
"ENSG00000125249"	"RAP2A"	5.54	75.1478648148604	13.5645965369784
"ENSG00000125255"	"SLC10A2"	3.35	0	0
"ENSG00000125257"	"ABCC4"	6.171	60.0042896686434	9.72359255690219
"ENSG00000125266"	"EFNB2"	4.995	27.3430097592623	5.47407602788035
"ENSG00000125285"	"SOX21"	2.924	2.69970725924834	0.923292496322962
"ENSG00000125304"	"TM9SF2"	3.858	151.201640398935	39.1917160183864
"ENSG00000125319"	"C17orf53"	2.725	20.0126760198542	7.34410129168962
"ENSG00000125337"	"KIF25"	2.531	0.897087492323993	0.354439941653099
"ENSG00000125347"	"IRF1"	5.153	9.53658392685606	1.85068579989444
"ENSG00000125351"	"UPF3B"	2.378	135.78981081033	57.102527674655
"ENSG00000125352"	"RNF113A"	1.259	15.7884581284627	12.5404750821785
